dept_name,gender,emp_no,from_date,to_date,Year_of_Hiring,Active
Customer Service,M,112004,29-05-00,15-01-09,1991,0
Customer Service,M,112004,29-05-00,15-01-09,1992,0
Customer Service,M,112004,29-05-00,15-01-09,1993,0
Customer Service,M,112004,29-05-00,15-01-09,1994,0
Customer Service,M,112004,29-05-00,15-01-09,1995,0
Customer Service,M,112004,29-05-00,15-01-09,1996,0
Customer Service,M,112004,29-05-00,15-01-09,1997,0
Customer Service,M,112004,29-05-00,15-01-09,1998,0
Customer Service,M,112004,29-05-00,15-01-09,1999,0
Customer Service,M,112004,29-05-00,15-01-09,2000,1
